Date,Region,Division,Location,Unit ID,Service Line,Room Type,Market Rate,Current Rate,Occupancy Status,Days Vacant,Attribute (A/B/C),Square Footage,Last Renovated,Floor Number,Notes
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-066,AL,1 Bedroom,5311,0,Vacant,15,B,750,01/01/2020,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-067,AL,1 Bedroom,4831,4619,Occupied,0,B,750,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-068,AL,1 Bedroom,5218,5189,Occupied,0,B,750,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-069,AL,1 Bedroom,5213,4825,Occupied,0,B,750,01/01/2016,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-070,AL,1 Bedroom,4886,0,Vacant,84,B,750,01/01/2020,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-071,AL,1 Bedroom,5236,0,Vacant,27,A,750,01/01/2020,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-072,AL,1 Bedroom,4877,4830,Occupied,0,B,750,01/01/2018,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-073,AL,1 Bedroom,4918,4890,Occupied,0,A,750,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-074,AL,1 Bedroom,5199,5149,Occupied,0,B,750,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-075,AL,1 Bedroom,5442,5116,Occupied,0,B,750,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-076,AL/MC,Private,7363,7038,Occupied,0,B,650,01/01/2016,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-077,AL/MC,Private,6919,6916,Occupied,0,C,650,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-078,AL/MC,Private,7515,7231,Occupied,0,B,650,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-079,AL/MC,Private,7223,6733,Occupied,0,B,650,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-080,AL/MC,Private,7478,7332,Occupied,0,B,650,01/01/2018,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-081,AL/MC,Private,6946,6916,Occupied,0,B,650,01/01/2016,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-082,AL/MC,Private,7436,6864,Occupied,0,B,650,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-083,AL/MC,Private,6807,6799,Occupied,0,B,650,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-084,AL/MC,Private,7164,6833,Occupied,0,B,650,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-085,AL/MC,Private,7312,7240,Occupied,0,B,650,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-086,AL/MC,Semi-Private,7481,0,Vacant,13,B,650,01/01/2019,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-087,AL/MC,Semi-Private,7349,7208,Occupied,0,C,650,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-088,AL/MC,Semi-Private,6952,6757,Occupied,0,C,650,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-089,AL/MC,Semi-Private,7185,6867,Occupied,0,B,650,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-090,AL/MC,Semi-Private,7024,6887,Occupied,0,B,650,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-091,AL/MC,Semi-Private,7158,6957,Occupied,0,B,650,01/01/2016,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-092,AL/MC,Semi-Private,6911,6752,Occupied,0,C,650,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-093,AL/MC,Semi-Private,7471,7255,Occupied,0,B,650,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-094,AL/MC,Semi-Private,7205,7179,Occupied,0,B,650,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-095,AL/MC,Semi-Private,7373,7249,Occupied,0,B,650,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-096,HC,Private,8241,7603,Occupied,0,C,650,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-097,HC,Private,8654,8223,Occupied,0,B,650,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-098,HC,Private,8055,7978,Occupied,0,B,650,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-099,HC,Private,8090,7584,Occupied,0,C,650,01/01/2016,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-100,HC,Private,8659,8640,Occupied,0,C,650,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-101,HC,Private,7933,0,Vacant,8,C,650,01/01/2018,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-102,HC,Private,8076,0,Vacant,65,C,650,01/01/2017,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-103,HC,Private,8427,8293,Occupied,0,C,650,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-104,HC,Semi-Private,8291,8215,Occupied,0,C,650,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-105,HC,Semi-Private,8374,8032,Occupied,0,C,650,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-106,HC,Semi-Private,8465,8312,Occupied,0,C,650,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-107,HC,Semi-Private,7882,7753,Occupied,0,C,650,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-108,HC,Semi-Private,8334,8241,Occupied,0,C,650,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-109,HC,Semi-Private,7915,7910,Occupied,0,C,650,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-110,HC,Semi-Private,7965,7558,Occupied,0,C,650,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-111,HC,Semi-Private,8546,0,Vacant,28,B,650,01/01/2018,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-112,HC,Ward,7733,7634,Occupied,0,C,650,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-113,HC,Ward,7624,7234,Occupied,0,B,650,01/01/2016,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-114,HC,Ward,7436,7277,Occupied,0,C,650,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-115,HC,Ward,7789,0,Vacant,84,C,650,01/01/2017,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-116,HC,Ward,7302,6755,Occupied,0,B,650,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-117,HC,Ward,7274,7206,Occupied,0,B,650,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-118,HC,Ward,7802,7632,Occupied,0,C,650,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-119,HC,Ward,7326,6827,Occupied,0,C,650,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-120,HC,Ward,7405,6904,Occupied,0,C,650,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-121,HC/MC,Private,9754,8995,Occupied,0,B,650,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-122,HC/MC,Private,9694,9113,Occupied,0,C,650,01/01/2015,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-123,HC/MC,Private,9433,9156,Occupied,0,B,650,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-124,HC/MC,Private,9754,0,Vacant,75,C,650,01/01/2022,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-125,HC/MC,Private,9345,9082,Occupied,0,B,650,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-126,HC/MC,Private,9567,0,Vacant,9,C,650,01/01/2019,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-127,HC/MC,Private,9840,9711,Occupied,0,C,650,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-128,HC/MC,Semi-Private,9546,9036,Occupied,0,C,650,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-129,HC/MC,Semi-Private,9618,9019,Occupied,0,C,650,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-130,HC/MC,Semi-Private,9644,9407,Occupied,0,B,650,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-131,HC/MC,Semi-Private,9760,0,Vacant,40,C,650,01/01/2019,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-132,HC/MC,Semi-Private,9280,8800,Occupied,0,C,650,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-133,HC/MC,Semi-Private,9360,8917,Occupied,0,B,650,01/01/2021,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-134,HC/MC,Semi-Private,9366,8931,Occupied,0,B,650,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-135,HC/MC,Semi-Private,8865,8677,Occupied,0,C,650,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-136,SL,Studio,5545,5149,Occupied,0,B,550,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-137,SL,Studio,5242,4976,Occupied,0,A,550,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-138,SL,Studio,5558,5319,Occupied,0,B,550,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-139,SL,Studio,5668,5329,Occupied,0,B,550,01/01/2021,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-140,SL,Studio,5428,5056,Occupied,0,B,550,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-141,SL,Studio,5656,0,Vacant,50,B,550,01/01/2022,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-142,SL,Studio,5275,0,Vacant,45,B,550,01/01/2019,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-143,SL,Studio,5534,5112,Occupied,0,B,550,01/01/2018,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-144,SL,Studio,5804,5583,Occupied,0,B,550,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-145,SL,Studio,5410,5110,Occupied,0,B,550,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-146,SL,1 Bedroom,6299,6236,Occupied,0,A,750,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-147,SL,1 Bedroom,6014,5866,Occupied,0,A,750,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-148,SL,1 Bedroom,6363,5999,Occupied,0,B,750,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-149,SL,1 Bedroom,6011,5710,Occupied,0,B,750,01/01/2015,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-150,SL,1 Bedroom,6395,5891,Occupied,0,B,750,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-151,SL,1 Bedroom,6675,6484,Occupied,0,B,750,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-152,SL,1 Bedroom,6556,6545,Occupied,0,A,750,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-153,SL,1 Bedroom,6653,6560,Occupied,0,B,750,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-154,SL,1 Bedroom,6409,5972,Occupied,0,B,750,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-155,SL,1 Bedroom,6553,6231,Occupied,0,B,750,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-156,SL,Deluxe Suite,6511,0,Vacant,88,A,850,01/01/2022,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-157,SL,Deluxe Suite,6835,6564,Occupied,0,B,850,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-158,SL,Deluxe Suite,6652,6276,Occupied,0,B,850,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-159,SL,Deluxe Suite,6571,6506,Occupied,0,A,850,01/01/2016,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-160,SL,Deluxe Suite,6584,6408,Occupied,0,B,850,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-161,SL,Deluxe Suite,7236,6725,Occupied,0,B,850,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-162,SL,Deluxe Suite,6903,6355,Occupied,0,B,850,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-163,SL,Deluxe Suite,6672,6613,Occupied,0,B,850,01/01/2015,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-164,SL,Deluxe Suite,6990,6698,Occupied,0,B,850,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-165,SL,Deluxe Suite,6765,6227,Occupied,0,B,850,01/01/2016,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-001,IL,Studio,3531,3332,Occupied,0,A,550,01/01/2022,3,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-002,IL,Studio,3682,3472,Occupied,0,B,550,01/01/2016,3,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-003,IL,Studio,3333,3225,Occupied,0,A,550,01/01/2017,1,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-004,IL,Studio,3392,3177,Occupied,0,B,550,01/01/2015,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-005,IL,Studio,3744,3622,Occupied,0,A,550,01/01/2020,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-006,IL,Studio,3254,0,Vacant,64,A,550,01/01/2020,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-007,IL,Studio,3651,3482,Occupied,0,A,550,01/01/2022,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-008,IL,Studio,3543,3330,Occupied,0,A,550,01/01/2022,3,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-009,IL,Studio,3564,0,Vacant,7,B,550,01/01/2022,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-010,IL,Studio,3432,3184,Occupied,0,B,550,01/01/2018,1,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-011,IL,Studio,3361,3236,Occupied,0,A,550,01/01/2020,2,
