Date,Region,Division,Location,Unit ID,Service Line,Room Type,Market Rate,Current Rate,Occupancy Status,Days Vacant,Attribute (A/B/C),Square Footage,Last Renovated,Floor Number,Notes
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-026,IL,1 Bedroom,3994,3888,Occupied,0,A,750,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-027,IL,2 Bedroom,4458,4341,Occupied,0,A,950,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-028,IL,2 Bedroom,4600,4532,Occupied,0,A,950,01/01/2015,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-029,IL,2 Bedroom,4733,4370,Occupied,0,A,950,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-030,IL,2 Bedroom,4617,4528,Occupied,0,A,950,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-031,IL,2 Bedroom,4482,4179,Occupied,0,B,950,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-032,IL,2 Bedroom,4607,4340,Occupied,0,B,950,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-033,IL,2 Bedroom,4287,4132,Occupied,0,A,950,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-034,IL,2 Bedroom,4755,4508,Occupied,0,B,950,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-035,IL,2 Bedroom,4872,4569,Occupied,0,A,950,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-036,IL,2 Bedroom,4869,0,Vacant,89,A,950,01/01/2021,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-037,IL,2 Bedroom,4735,4677,Occupied,0,B,950,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-038,IL,2 Bedroom,4644,4365,Occupied,0,A,950,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-039,IL,2 Bedroom,4456,4302,Occupied,0,B,950,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-040,IL,2 Bedroom,4722,4432,Occupied,0,A,950,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-041,AL,Studio,4577,4404,Occupied,0,B,550,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-042,AL,Studio,4699,4657,Occupied,0,B,550,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-043,AL,Studio,4672,4594,Occupied,0,A,550,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-044,AL,Studio,4623,4283,Occupied,0,B,550,01/01/2021,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-045,AL,Studio,4709,4579,Occupied,0,A,550,01/01/2016,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-046,AL,Studio,4708,4469,Occupied,0,B,550,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-047,AL,Studio,4715,4344,Occupied,0,B,550,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-048,AL,Studio,4336,4169,Occupied,0,B,550,01/01/2018,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-049,AL,Studio,4528,4220,Occupied,0,A,550,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-050,AL,Studio,4589,4277,Occupied,0,B,550,01/01/2018,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-051,AL,Studio,4323,4224,Occupied,0,B,550,01/01/2016,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-052,AL,Companion Suite,4556,4539,Occupied,0,B,650,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-053,AL,Companion Suite,4694,4325,Occupied,0,A,650,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-054,AL,Companion Suite,4279,4006,Occupied,0,B,650,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-055,AL,Companion Suite,4605,4550,Occupied,0,B,650,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-056,AL,Companion Suite,4510,0,Vacant,49,A,650,01/01/2016,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-057,AL,Companion Suite,4485,4289,Occupied,0,A,650,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-058,AL,Companion Suite,4244,4132,Occupied,0,A,650,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-059,AL,Companion Suite,4721,4395,Occupied,0,B,650,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-060,AL,Companion Suite,4445,4314,Occupied,0,A,650,01/01/2015,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-061,AL,Companion Suite,4791,4671,Occupied,0,B,650,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-062,AL,Companion Suite,4700,4645,Occupied,0,B,650,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-063,AL,1 Bedroom,5498,5139,Occupied,0,A,750,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-064,AL,1 Bedroom,5212,5056,Occupied,0,B,750,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-065,AL,1 Bedroom,4923,4682,Occupied,0,B,750,01/01/2015,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-066,AL,1 Bedroom,4841,4561,Occupied,0,A,750,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-067,AL,1 Bedroom,5122,4940,Occupied,0,A,750,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-068,AL,1 Bedroom,4952,4767,Occupied,0,B,750,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-069,AL,1 Bedroom,4890,4828,Occupied,0,B,750,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-070,AL,1 Bedroom,4919,4644,Occupied,0,B,750,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-071,AL,1 Bedroom,5171,4781,Occupied,0,B,750,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-072,AL,1 Bedroom,5444,5435,Occupied,0,B,750,01/01/2018,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-073,AL,1 Bedroom,5414,0,Vacant,90,A,750,01/01/2022,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-074,AL,1 Bedroom,4926,4767,Occupied,0,A,750,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-075,AL,1 Bedroom,5083,4853,Occupied,0,B,750,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-076,AL/MC,Private,7432,7381,Occupied,0,C,650,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-077,AL/MC,Private,7415,7248,Occupied,0,C,650,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-078,AL/MC,Private,7369,6897,Occupied,0,B,650,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-079,AL/MC,Private,7488,7210,Occupied,0,C,650,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-080,AL/MC,Private,7180,6728,Occupied,0,B,650,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-081,AL/MC,Private,6978,6632,Occupied,0,C,650,01/01/2021,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-082,AL/MC,Private,6936,6652,Occupied,0,B,650,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-083,AL/MC,Private,7175,6972,Occupied,0,B,650,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-084,AL/MC,Private,6860,6350,Occupied,0,B,650,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-085,AL/MC,Private,7096,6570,Occupied,0,B,650,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-086,AL/MC,Semi-Private,7227,0,Vacant,90,C,650,01/01/2018,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-087,AL/MC,Semi-Private,7416,6846,Occupied,0,C,650,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-088,AL/MC,Semi-Private,6983,6446,Occupied,0,C,650,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-089,AL/MC,Semi-Private,6837,6546,Occupied,0,C,650,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-090,AL/MC,Semi-Private,7306,6937,Occupied,0,B,650,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-091,AL/MC,Semi-Private,6901,6411,Occupied,0,C,650,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-092,AL/MC,Semi-Private,6943,6774,Occupied,0,B,650,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-093,AL/MC,Semi-Private,6777,6554,Occupied,0,B,650,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-094,AL/MC,Semi-Private,6882,6830,Occupied,0,C,650,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL/MC-095,AL/MC,Semi-Private,7390,6976,Occupied,0,B,650,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-096,HC,Private,8079,7616,Occupied,0,B,650,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-097,HC,Private,8369,7717,Occupied,0,B,650,01/01/2015,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-098,HC,Private,8545,8443,Occupied,0,C,650,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-099,HC,Private,8689,8118,Occupied,0,C,650,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-100,HC,Private,8418,0,Vacant,61,B,650,01/01/2017,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-101,HC,Private,8329,7866,Occupied,0,C,650,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-102,HC,Private,8149,8093,Occupied,0,B,650,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-103,HC,Private,8417,7872,Occupied,0,C,650,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-104,HC,Semi-Private,8167,7563,Occupied,0,C,650,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-105,HC,Semi-Private,8551,7963,Occupied,0,C,650,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-106,HC,Semi-Private,7894,7571,Occupied,0,C,650,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-107,HC,Semi-Private,8655,0,Vacant,37,C,650,01/01/2019,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-108,HC,Semi-Private,8251,8062,Occupied,0,C,650,01/01/2018,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-109,HC,Semi-Private,8529,8148,Occupied,0,C,650,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-110,HC,Semi-Private,8552,7940,Occupied,0,B,650,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-111,HC,Semi-Private,8413,8354,Occupied,0,B,650,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-112,HC,Ward,7387,0,Vacant,46,C,650,01/01/2019,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-113,HC,Ward,7282,6849,Occupied,0,C,650,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-114,HC,Ward,7143,0,Vacant,51,C,650,01/01/2020,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-115,HC,Ward,7173,6739,Occupied,0,C,650,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-116,HC,Ward,7480,7113,Occupied,0,C,650,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-117,HC,Ward,7549,7396,Occupied,0,C,650,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-118,HC,Ward,7417,6878,Occupied,0,B,650,01/01/2022,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-119,HC,Ward,7438,7114,Occupied,0,C,650,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC-120,HC,Ward,7466,7151,Occupied,0,C,650,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-121,HC/MC,Private,9045,8996,Occupied,0,C,650,01/01/2016,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-122,HC/MC,Private,9275,8785,Occupied,0,C,650,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-123,HC/MC,Private,9804,9333,Occupied,0,C,650,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-124,HC/MC,Private,9125,8873,Occupied,0,B,650,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-125,HC/MC,Private,9071,8415,Occupied,0,B,650,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-126,HC/MC,Private,9398,9002,Occupied,0,C,650,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-127,HC/MC,Private,8939,0,Vacant,51,C,650,01/01/2018,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-128,HC/MC,Semi-Private,9824,9358,Occupied,0,C,650,01/01/2015,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-129,HC/MC,Semi-Private,9610,9514,Occupied,0,C,650,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-130,HC/MC,Semi-Private,9786,9525,Occupied,0,B,650,01/01/2016,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-131,HC/MC,Semi-Private,9603,9191,Occupied,0,C,650,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-132,HC/MC,Semi-Private,9251,9039,Occupied,0,C,650,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-133,HC/MC,Semi-Private,9465,9026,Occupied,0,C,650,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-134,HC/MC,Semi-Private,9651,9094,Occupied,0,B,650,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-HC/MC-135,HC/MC,Semi-Private,9029,8846,Occupied,0,C,650,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-136,SL,Studio,5431,5061,Occupied,0,B,550,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-137,SL,Studio,5603,5377,Occupied,0,B,550,01/01/2022,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-138,SL,Studio,5540,5152,Occupied,0,B,550,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-139,SL,Studio,5182,5081,Occupied,0,A,550,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-140,SL,Studio,5650,5440,Occupied,0,A,550,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-141,SL,Studio,5205,5061,Occupied,0,B,550,01/01/2016,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-142,SL,Studio,5524,0,Vacant,38,A,550,01/01/2021,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-143,SL,Studio,5752,5724,Occupied,0,A,550,01/01/2016,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-144,SL,Studio,5299,4897,Occupied,0,A,550,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-145,SL,Studio,5549,5117,Occupied,0,B,550,01/01/2015,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-146,SL,1 Bedroom,6090,6007,Occupied,0,B,750,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-147,SL,1 Bedroom,6284,5946,Occupied,0,A,750,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-148,SL,1 Bedroom,6102,0,Vacant,6,A,750,01/01/2021,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-149,SL,1 Bedroom,6115,5839,Occupied,0,A,750,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-150,SL,1 Bedroom,6444,6119,Occupied,0,A,750,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-151,SL,1 Bedroom,6635,0,Vacant,79,A,750,01/01/2022,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-152,SL,1 Bedroom,6134,5749,Occupied,0,B,750,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-153,SL,1 Bedroom,6344,6042,Occupied,0,B,750,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-154,SL,1 Bedroom,6337,6303,Occupied,0,B,750,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-155,SL,1 Bedroom,6088,5986,Occupied,0,B,750,01/01/2021,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-156,SL,Deluxe Suite,6939,6592,Occupied,0,B,850,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-157,SL,Deluxe Suite,7039,6494,Occupied,0,A,850,01/01/2018,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-158,SL,Deluxe Suite,7187,6910,Occupied,0,B,850,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-159,SL,Deluxe Suite,6865,6843,Occupied,0,B,850,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-160,SL,Deluxe Suite,6936,6933,Occupied,0,B,850,01/01/2019,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-161,SL,Deluxe Suite,6805,6298,Occupied,0,B,850,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-162,SL,Deluxe Suite,6565,6341,Occupied,0,B,850,01/01/2016,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-163,SL,Deluxe Suite,7160,6846,Occupied,0,B,850,01/01/2016,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-164,SL,Deluxe Suite,6765,6376,Occupied,0,A,850,01/01/2021,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-SL-165,SL,Deluxe Suite,6695,6460,Occupied,0,B,850,01/01/2018,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-001,IL,Studio,3270,0,Vacant,72,A,550,01/01/2016,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-002,IL,Studio,3395,3179,Occupied,0,B,550,01/01/2015,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-003,IL,Studio,3440,3238,Occupied,0,B,550,01/01/2021,3,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-004,IL,Studio,3256,3021,Occupied,0,A,550,01/01/2017,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-005,IL,Studio,3651,3580,Occupied,0,A,550,01/01/2021,1,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-006,IL,Studio,3377,3293,Occupied,0,A,550,01/01/2015,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-007,IL,Studio,3529,3400,Occupied,0,A,550,01/01/2019,3,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-008,IL,Studio,3418,0,Vacant,89,B,550,01/01/2019,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-009,IL,Studio,3350,3266,Occupied,0,A,550,01/01/2020,1,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-010,IL,Studio,3442,3322,Occupied,0,A,550,01/01/2018,2,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-011,IL,Studio,3505,3415,Occupied,0,A,550,01/01/2021,3,
10/01/2024,North,Northeast,Oakwood Retirement Community,OAKWOOD-IL-012,IL,Studio,3510,3340,Occupied,0,B,550,01/01/2021,2,
